src	tran	score
agrega	add	0.5
suman	add up	0.0
alimentarnos	feed us	0.4841269841269842
cobró	payment	0.0
inseguridades	insecurities	0.8884615384615385
también	too	0.4920634920634921
forzada	forced	0.8222222222222222
argumento	argument	0.9777777777777777
estuviese	was	0.4814814814814814
buscar	look for	0.4305555555555556
algún	some	0.0
gubernamental	governmental	0.8207692307692309
imaginar	imagine	0.9214285714285715
pocos	few	0.0
purificadoras	purifying	0.8256410256410257
masivas	massive	0.8666666666666668
secundarios	secondary	0.8632996632996633
sentidos	senses	0.8055555555555556
caviar	caviar	1.0
filtran	filter	0.9095238095238095
fascinada	fascinated	0.9377777777777778
coronel	colonel	0.9238095238095239
olvidados	forgotten	0.4814814814814814
caminaba	walked	0.4305555555555556
doméstico	domestic	0.9777777777777777
colectivamente	collectively	0.8583333333333333
repetida	repeated	0.9214285714285715
diagnosticados	diagnosed	0.8920634920634921
complicaciones	complications	0.956043956043956
orquesta	orchestra	0.8444444444444443
fraudulenta	fraudulent	0.9818181818181818
aterrizaron	landed	0.5050505050505051
junta	meeting	0.4476190476190476
infección	infection	0.9555555555555556
hombros	shoulders	0.671957671957672
patógenos	pathogens	0.9481481481481482
tomate	tomato	0.9333333333333333
siglas	acronym	0.0
negro	black	0.0
poliomielitis	poliomyelitis	0.9358974358974359
liquidación	settlement	0.4606060606060607
provocan	provoke	0.8678571428571429
marquise	marquise	1.0
falsas	false	0.8933333333333334
creces	you grow	0.0
usuario	user	0.7809523809523811
financiación	financing	0.9111111111111111
mamíferos	mammals	0.671957671957672
cultivos	crops	0.5499999999999999
favorecidas	favored	0.9272727272727272
fuerte	strong	0.4444444444444444
las	the	0.0
energía	Energy	0.9095238095238095
sabíamos	we knew	0.0
paliar	palliate	0.8736111111111112
ayudó	helped	0.4555555555555555
suceda	happen	0.4444444444444444
han	have	0.7222222222222222
tose	cough	0.4833333333333334
sigiloso	secretive	0.4907407407407407
fase	phase	0.7833333333333333
locos	crazy	0.0
beneficiarios	beneficiaries	0.9692307692307692
refugios	shelters	0.5
habían	they had	0.5277777777777778
galaxia	galaxy	0.9095238095238095
pobreza	poverty	0.6309523809523809
jugar	to play	0.4476190476190476
atraviesa	pierces	0.5873015873015873
crucero	cruise	0.8222222222222222
comercial	commercial	0.9766666666666667
calcula	calculate	0.9555555555555556
reconocible	recognizable	0.9136363636363637
reanudación	resumption	0.7721212121212122
sentar	sit	0.6666666666666666
moderados	moderate	0.8833333333333333
cantidad	quantity	0.6666666666666666
identificamos	we identify	0.6773226773226773
acceder	to access	0.671957671957672
probarán	will try	0.41666666666666674
calcetines	socks	0.43333333333333335
recomienda	recommends	0.92
caerá	will fall	0.4370370370370371
prometedor	promising	0.6148148148148148
jamás	Never	0.0
garantizar	to guarantee	0.5333333333333333
implementación	implementation	0.9714285714285714
que	than	0.0
abajo	down	0.0
cristales	crystals	0.9074074074074073
traían	they brought	0.5
ellas	they	0.0
contempla	behold	0.5
darle	give him	0.44166666666666665
estragos	havoc	0.5499999999999999
lamenta	the Mint	0.6071428571428571
propia	own	0.5
narrativa	narrative	0.9555555555555556
deseos	wishes	0.6666666666666666
departamento	Department	0.9666666666666667
primavera	spring	0.611111111111111
aplanar	flatten	0.5079365079365079
hospitalizaciones	hospitalizations	0.9639705882352941
lecho	bed	0.5111111111111111
mecanismos	mechanisms	0.9533333333333333
infantil	childish	0.5
permitiendo	allowing	0.4772727272727273
construcción	building	0.4305555555555556
amiga	friend	0.4555555555555555
llegué	I arrived	0.4259259259259258
excepto	except	0.9714285714285714
correctamente	correctly	0.8632478632478632
on	on	1.0
recurrido	appealed	0.4907407407407407
geometría	geometry	0.9305555555555555
época	epoch	0.92
tal	such	0.0
venimos	we come	0.5079365079365079
tocó	touched	0.7809523809523811
arriesgar	risk	0.6944444444444443
causa	cause	0.92
obtuvo	got	0.6666666666666666
organizar	organize	0.9305555555555555
frente	front	0.8577777777777779
paralizaron	paralyzed	0.8424242424242424
criptomoneda	cryptocurrency	0.6468253968253969
pasarlas	pass them	0.5694444444444444
remoto	remote	0.9333333333333333
organizadas	organized	0.9232323232323232
básicos	basic	0.9428571428571428
propagarse	spread	0.6
marzo	March	0.8133333333333334
significarían	would mean	0.45128205128205123
animal	animal	1.0
conversó	convert	0.9214285714285715
entrega	delivery	0.4900793650793651
manual	Handbook	0.5277777777777778
lugar	place	0.6
cementerio	cemetery	0.915
exigiendo	demanding	0.5462962962962963
poblada	populated	0.8052910052910053
ejemplo	example	0.7428571428571429
clases	lessons	0.6428571428571429
altitud	altitude	0.975
cinturón	belt	0.45833333333333326
idea	idea	1.0
destruidos	destroyed	0.8669841269841271
campesino	farmer	0.611111111111111
protocolo	protocol	0.9777777777777777
cambiaría	would change	0.39814814814814814
todo	everything	0.0
app	app	1.0
amenaza	threat	0.5396825396825397
busca	search	0.5888888888888889
manglares	mangroves	0.9111111111111111
creada	created	0.9095238095238095
impresas	printed	0.6071428571428571
hambre	hungry	0.5555555555555555
hablado	spoken	0.0
ancianas	old women	0.412037037037037
autoaislamiento	self-isolation	0.5994708994708995
directora	director	0.9777777777777777
obstaculizarán	will hinder	0.46645021645021645
ofrecer	offer	0.7657142857142858
acero	steel	0.46666666666666656
antirretrovirales	antiretroviral	0.9218487394957984
vencedor	victor	0.75
podido	I have	0.0
descripción	description	0.9636363636363636
recibe	receives	0.8269444444444445
concederé	I will grant	0.39814814814814814
componentes	components	0.9818181818181818
autistas	autistic	0.9
boletas	ballots	0.7428571428571429
reservas	Bookings	0.41666666666666674
indicador	indicator	0.9555555555555556
temor	fear	0.6333333333333333
necesitó	needed	0.625
revertir	reverse	0.8678571428571429
golpean	they hit	0.42261904761904767
biodiversidad	biodiversity	0.9205128205128206
reunirla	gather her	0.4833333333333334
alcance	scope	0.5619047619047619
senadora	senator	0.9214285714285715
controlada	controlled	0.92
plátano	banana	0.6428571428571429
impidieron	prevented	0.5314814814814816
cosas	stuff	0.0
molécula	molecule	0.95
recibiendo	receiving	0.8448148148148149
decimos	we say	0.4365079365079365
fibrinógeno	fibrinogen	0.9818181818181818
visitadas	visited	0.9047619047619048
desapareció	He disappeared	0.6721981721981724
isotérmica	isothermal	0.92
limpiando	Cleaning	0.5648148148148148
él	he	0.0
instante	instant	0.975
con	with	0.0
cita	appointment	0.5631313131313131
desencadenan	trigger	0.40873015873015883
calentamiento	heating	0.5663003663003664
rojizo	reddish	0.5396825396825397
fincas	farms	0.5777777777777778
volver	return	0.4444444444444444
sé	I know	0.0
terrazas	terraces	0.9
regiones	regions	0.975
aglomeración	agglomeration	0.9367521367521368
policial	police	0.8916666666666667
iniciará	will start	0.5583333333333333
comodidad	comfort	0.671957671957672
distanciamiento	distancing	0.9
pública	public	0.9714285714285714
frecuente	frequent	0.9189814814814814
ganador	winner	0.5396825396825397
diagnóstica	diagnostic	0.9818181818181818
esencia	essence	0.8476190476190477
monetario	monetary	0.9305555555555555
atmósfera	atmosphere	0.8955555555555555
constituidos	constituted	0.9136363636363637
calificar	qualify	0.671957671957672
proteína	protein	0.975
vecina	neighbor	0.5277777777777778
sabrán	will know	0.4259259259259258
desplegar	to deploy	0.6296296296296297
debilitaron	weakened	0.4053030303030303
estándar	standard	0.9166666666666666
vacunas	vaccines	0.8458333333333333
equipamiento	equipment	0.95
quejarme	complain	0.41666666666666674
esperas	you wait	0.42261904761904767
decretado	decreed	0.9047619047619048
socioeconómicos	socioeconomic	0.9733333333333334
correos	post	0.4642857142857142
piel	skin	0.5
expertas	experts	0.975
intensivas	intensive	0.9377777777777778
últimas	latest	0.6428571428571429
hoja	leaf	0.5
relativa	relative	0.95
activa	active	0.9333333333333333
denso	dense	0.92
abandono	abandonment	0.9022727272727272
necesitan	they need	0.4444444444444444
región	region	1.0
mundiales	world	0.374074074074074
externo	external	0.9214285714285715
recopilación	compilation	0.8560606060606061
compromiso	commitment	0.6666666666666666
dañadas	damaged	0.7714285714285715
plantearle	raise	0.5333333333333333
amazónicos	amazon	0.92
preocupados	worried	0.5616883116883117
necesitaba	needed	0.6
ansioso	anxious	0.8476190476190477
servicio	service	0.9214285714285715
denunció	denounced	0.8638888888888888
altura	height	0.0
rodea	surrounds	0.5407407407407407
cargamos	we carry	0.5833333333333334
embolia	embolism	0.9214285714285715
históricos	historical	0.92
órganos	organs	0.9714285714285714
dependencia	dependence	0.9436363636363637
comunales	communal	0.9189814814814814
búsqueda	search	0.4305555555555556
manifiesta	manifest	0.96
incentivos	incentives	0.96
critica	review	0.5396825396825397
debido	due	0.6666666666666666
pensaba	thought	0.0
castigados	punished	0.4472222222222222
docenas	dozens	0.8793650793650793
comenzó	started	0.4285714285714286
mensuales	monthly	0.5873015873015873
defensa	defending	0.853968253968254
rastro	trail	0.5777777777777778
viajes	travels	0.6428571428571429
consigo	with him	0.42261904761904767
aceptación	acceptance	0.8266666666666667
tenerlas	have them	0.412037037037037
encuentran	find	0.44999999999999996
fundador	founder	0.8017857142857143
parezca	look like	0.0
genomas	genomes	0.9428571428571428
herramientas	tools	0.0
en	in	0.6666666666666666
concejos	councils	0.8
retadora	challenging	0.31060606060606055
trasporte	transportation	0.8740740740740741
desplaza	displaces	0.7541666666666665
cambio	change	0.5555555555555555
frontera	border	0.6388888888888888
provienen	come from	0.4814814814814814
elección	choice	0.6388888888888888
fácil	easy	0.4833333333333334
consecuencias	consequences	0.8805128205128206
estábamos	we were	0.4179894179894179
dedicados	dedicated	0.9111111111111111
pipetas	pipettes	0.9214285714285715
conciencia	awareness	0.30740740740740735
nacionalidad	nationality	0.8383838383838385
raros	rare	0.8483333333333334
esposo	husband	0.4365079365079365
emisora	station	0.5238095238095238
abrevan	water	0.565079365079365
impuso	imposed	0.8477777777777777
impacto	impact	0.9714285714285714
circunstancias	circumstances	0.89000999000999
daña	damages	0.7809523809523811
enviados	sent	0.5833333333333334
casado	married	0.5396825396825397
sobrepesca	overfishing	0.5045454545454545
consultor	consultant	0.8955555555555555
nació	was born	0.5499999999999999
crecientes	rising	0.6
compañeras	companions	0.88
organismo	organism	0.9777777777777777
teléfono	telephone	0.8833333333333333
apartamento	apartment	0.9636363636363636
particularmente	particularly	0.9
chino	Chinese	0.8742857142857143
unidad	Unit	0.825
asteroides	asteroids	0.98
pesar	to weigh	0.44166666666666665
ordenaron	they ordered	0.5240740740740741
núcleo	core	0.611111111111111
albergue	hostel	0.4305555555555556
afirman	they claim	0.41428571428571437
implementara	will implement	0.7605820105820106
siento	sorry	0.4555555555555555
último	latest	0.5555555555555555
permitida	allowed	0.4179894179894179
banana	banana	1.0
ciudadanos	citizens	0.6333333333333333
filas	rows	0.4833333333333334
pasó	He passed	0.6944444444444443
carabineros	carabinieri	0.9272727272727274
geopolítico	geopolitical	0.9484848484848484
eligió	elected	0.5396825396825397
respaldar	support	0.5873015873015873
nebulosa	nebula	0.95
fundación	Foundation	0.9066666666666667
aprendió	learned	0.7130952380952381
restablecimiento	reinstatement	0.7786713286713287
conjuntamente	jointly	0.543040293040293
agotado	Exhausted	0.5873015873015873
casos	cases	0.9066666666666667
conferencia	conference	0.9436363636363637
muestran	show	0.45833333333333326
senegalés	Senegalese	0.98
canceladas	canceled	0.915
conozco	know	0.4285714285714286
permanece	it remains	0.6185185185185186
reabrir	reopen	0.5396825396825397
criminales	criminals	0.98
independiente	Independent	0.9692307692307692
comporta	behaves	0.0
novio	boyfriend	0.5407407407407407
registrando	registering	0.890909090909091
debería	should	0.0
ensaladas	salads	0.8888888888888888
lingüista	linguist	0.9777777777777777
envíos	shipments	0.5185185185185185
viven	they live	0.4370370370370371
mayores	greater	0.5079365079365079
residente	resident	0.9777777777777777
encargarse	take over	0.4481481481481482
ejerciendo	exercising	0.76
pagar	pay	0.6888888888888888
simbólico	symbolic	0.8958333333333333
propias	own	0.4920634920634921
suene	sound	0.76
reservorios	reservoirs	0.9618181818181818
comparado	compared	0.9305555555555555
concepto	concept	0.975
imponiendo	imposing	0.8366666666666667
límite	limit	0.9666666666666667
integración	integration	0.9636363636363636
transmitir	to transmit	0.7456818181818181
tuviera	had	0.0
sensoriales	sensory	0.8805194805194805
involucrado	involved	0.8590909090909091
coloca	place	0.5777777777777778
fabricarlas	make them	0.40067340067340074
planes	plans	0.9666666666666667
necesitas	you need	0.412037037037037
separarse	break away	0.5314814814814816
escándalo	scandal	0.9259259259259259
repente	suddenly	0.5119047619047619
identificar	identify	0.9022727272727272
numerosas	numerous	0.9305555555555555
séptima	seventh	0.6190476190476191
actos	acts	0.9533333333333333
montar	mount	0.8577777777777779
concreto	concrete	0.95
imagen	image	0.9666666666666667
ojos	eyes	0.5
actividad	exercise	0.4907407407407407
chacras	farms	0.6761904761904761
sentía	felt	0.611111111111111
horarios	Schedule	0.41666666666666674
británico	British	0.853968253968254
programa	Program	0.975
matrimonios	marriages	0.6700336700336701
atento	attentive	0.7837037037037038
constituyente	constituent	0.9692307692307692
comisiones	commissions	0.8823905723905724
misiones	missions	0.9416666666666667
nuestra	our	0.4920634920634921
ese	that	0.0
lógica	logic	0.9666666666666667
mezclada	mixed	0.6583333333333333
década	decade	0.9333333333333333
dolarización	dollarization	0.9446581196581196
granja	farm	0.4444444444444444
géneros	genders	0.9333333333333333
ruta	route	0.8049999999999999
floreciendo	blooming	0.6212121212121212
dejar	leave	0.6
nombre	Name	0.775
tercer	third	0.5777777777777778
pantalla	screen	0.4305555555555556
estuviera	was	0.4814814814814814
explotaban	exploded	0.8250000000000001
saciar	satiate	0.7968253968253969
conteo	count	0.8577777777777779
a	to	0.0
resulta	result	0.9714285714285714
contactos	contacts	0.9777777777777777
agosto	August	0.7999999999999999
autopista	highway	0.4179894179894179
tendencia	trend	0.7733333333333333
favorito	favorite	0.95
comprar	to buy	0.4365079365079365
elogiado	praised	0.4900793650793651
siempre	forever	0.5079365079365079
secuencias	sequences	0.7845502645502646
actuales	current	0.6011904761904762
refrigeradas	refrigerated	0.9333333333333333
conspiración	conspiracy	0.9299999999999999
necesita	needs to	0.8
obligaron	forced	0.4259259259259258
término	finished	0.5119047619047619
pronosticado	predicted	0.6666666666666666
veces	times	0.6
usados	used	0.8
ocasionó	caused	0.625
suministren	supply	0.5050505050505051
cultivado	cultivated	0.9377777777777778
queridos	dear	0.5833333333333334
ciertas	certain	0.8285714285714287
detalla	detailing	0.853968253968254
determinaciones	determinations	0.959047619047619
seleccionados	selected	0.8423076923076923
negó	denied	0.4444444444444444
estornudos	sneezing	0.4472222222222222
temen	fear	0.4833333333333334
remover	stir	0.0
supermercado	Supermarket	0.8914141414141414
suburbio	suburb	0.95
opciones	options	0.8952380952380953
me	I	0.0
poniendo	putting up	0.4472222222222222
compensación	compensation	0.9666666666666666
mercados	markets	0.7417857142857143
genérica	generic	0.975
constantes	constants	0.98
considere	consider	0.9777777777777777
restringiendo	restricting	0.8798756798756798
tomó	I take	0.4722222222222221
sesgo	bias	0.4833333333333334
triviales	trivial	0.9555555555555556
espesa	thick	0.0
cortina	curtain	0.8642857142857143
indicaciones	indications	0.9484848484848484
sembrar	plant	0.0
reemplazando	replacing	0.7777777777777778
dobles	double	0.9111111111111112
encajó	fit	0.0
consideradas	considered	0.9299999999999999
maquinaria	machinery	0.6851851851851851
redescubrir	rediscover	0.8006060606060607
respirar	breathe	0.6011904761904762
destrozado	mangled	0.49523809523809526
comercialización	commercialization	0.9579656862745098
provocar	to provoke	0.5750000000000001
valorar	assess	0.4365079365079365
como	how	0.5277777777777778
necesidad	need	0.8518518518518519
secuestro	kidnapping	0.0
merecemos	we deserve	0.5314814814814816
tenemos	we have	0.4285714285714286
generado	generated	0.9305555555555555
gotas	drops	0.6
turcobritánica	turkish british	0.6182539682539683
legal	legal	1.0
pudieron	could	0.5499999999999999
grados	degrees	0.6428571428571429
formando	forming	0.8678571428571429
salsa	sauce	0.6
aporte	input	0.5777777777777778
otras	others	0.8577777777777779
vínculo	link	0.5952380952380952
cerebral	cerebral	1.0
respetado	respected	0.9111111111111111
trombos	thrombi	0.8285714285714287
flexibilidad	flexibility	0.9136363636363637
dulces	sweets	0.5555555555555555
economías	economies	0.9555555555555556
yeso	cast	0.5
concierto	concert	0.9555555555555556
mataría	would kill	0.41428571428571437
consentimiento	consent	0.9
prohibir	ban	0.0
cráteres	craters	0.975
famoso	famous	0.9333333333333333
orbitador	orbiter	0.9047619047619048
murciélago	bat	0.0
enfermeros	nurses	0.6055555555555555
planta	plant	0.9666666666666667
compañía	company	0.9214285714285715
testigos	witnesses	0.5935185185185184
cambiarles	change them	0.5242424242424243
ponen	they put	0.44166666666666665
huellas	footprints	0.41428571428571437
hijo	son	0.0
tuyo	of yours	0.41666666666666674
desoladora	bleak	0.5222222222222221
describió	described	0.9111111111111111
tercera	third	0.5619047619047619
siguientes	following	0.4740740740740741
desaparecerá	will disappear	0.6468253968253969
débil	weak	0.4833333333333334
acompaña	accompany	0.9074074074074073
pedidos	orders	0.5317460317460317
comenta	comments	0.9083333333333333
vistas	views	0.76
suele	usually	0.565079365079365
transmisible	transmissible	0.9846153846153847
espeluznantes	creepy	0.4658119658119657
principalmente	mainly	0.5674603174603174
aeropuertos	airports	0.8105519480519481
manifestación	manifestation	0.9692307692307692
ganadores	winners	0.5886243386243386
hablante	speaker	0.5119047619047619
obligado	obliged	0.9214285714285715
expatriada	expat	0.9
diseñado	designed	0.8
finales	endings	0.5079365079365079
planificar	to plan	0.6571428571428571
cubriría	would cover	0.4053030303030303
nervios	nerves	0.9095238095238095
contactados	contacted	0.9232323232323232
mueren	die	0.5
lejanas	far away	0.5119047619047619
acuden	flock	0.4555555555555555
porcentaje	percentage	0.8425
preguntan	they ask	0.4907407407407407
transportar	transport	0.9636363636363636
viajero	traveler	0.6071428571428571
materiales	materials	0.98
huevos	eggs	0.611111111111111
prevenirlo	prevent it	0.88
enmendó	amended	0.6761904761904761
reveló	revealed	0.8916666666666667
efectivamente	effectively	0.8247086247086247
riguroso	rigorous	0.9708333333333333
eliminan	eliminate	0.9305555555555555
importancia	importance	0.9436363636363637
cayó	it fell	0.0
conciertos	concerts	0.96
causando	causing	0.8678571428571429
llamativo	striking	0.412037037037037
bar	Pub	0.0
cruza	crosses	0.5619047619047619
malo	bad	0.5277777777777778
vinculado	linked	0.611111111111111
acercará	will bring	0.40833333333333344
creamos	we create	0.5886243386243386
himba	himba	1.0
laborales	labor	0.9111111111111111
revista	magazine	0.3452380952380951
venas	veins	0.8933333333333333
vehículos	vehicles	0.9305555555555555
intento	tried	0.565079365079365
cambia	change	0.5555555555555555
desigualdad	inequality	0.5848484848484848
carretera	highway	0.4179894179894179
diferentes	different	0.9274074074074075
obesidad	obesity	0.8678571428571429
video	video	1.0
creció	grew up	0.5396825396825397
industria	industry	0.9305555555555555
cantón	canton	1.0
motivo	reason	0.4444444444444444
paradójicamente	paradoxically	0.8584615384615384
salido	stepped out	0.5909090909090909
profundidad	depth	0.4303030303030304
examen	exam	0.9333333333333333
soy	I am	0.0
defensores	defenders	0.9127777777777778
proyecciones	projections	0.8992424242424243
índice	index	0.8755555555555556
aromas	scents	0.4444444444444444
contagiados	infected	0.537878787878788
ajeno	alien	0.76
preparan	they prepare	0.6944444444444445
entrevistados	interviewed	0.6558857808857809
bastante	quite	0.5499999999999999
amplificar	amplify	0.8914285714285715
inundaciones	floods	0.33333333333333326
altamente	highly	0.4259259259259258
anchoas	anchovies	0.9047619047619048
entornos	environments	0.6944444444444445
albergan	house	0.44166666666666665
destinos	Destinations	0.9333333333333333
hamburguesas	burgers	0.7857142857142857
ejército	army	0.45833333333333326
pareja	couple	0.4444444444444444
respiratorias	respiratory	0.9356643356643356
reacción	reaction	0.95
caballo	horse	0.0
complementó	complement	0.9818181818181818
bordo	board	0.8933333333333333
lección	lesson	0.7968253968253969
tengamos	let&#39;s have	0.4186507936507937
obtener	get	0.4841269841269842
virtuales	virtual	0.9555555555555556
espaciales	space	0.7000000000000001
credibilidad	credibility	0.9136363636363637
simplemente	simply	0.8575757575757577
tratado	treaty	0.7968253968253969
suspenso	suspense	0.95
recluida	secluded	0.75
brasileña	Brazilian	0.8629629629629629
suerte	luck	0.4722222222222221
presenció	witnessed	0.462962962962963
gafas	glasses	0.6761904761904761
orgullosa	proud	0.5333333333333333
presenta	presents	0.95
pensando	thinking	0.5
ayudarle	help you	0.0
intentaron	they tried	0.6
crió	child	0.6333333333333333
simple	simple	1.0
indicaron	indicated	0.8666666666666666
meandros	meanders	0.95
espera	wait	0.0
serie	Serie	1.0
obligaciones	obligations	0.9484848484848484
nuevos	new	0.6666666666666666
toques	touches	0.8793650793650793
religiosas	religious	0.9377777777777778
traerá	will bring	0.4222222222222223
conviven	live together	0.5192307692307693
falsos	false	0.8933333333333334
antes	before	0.4555555555555555
golfo	gulf	0.8049999999999999
resolver	resolve	0.975
pedimos	we ask	0.5396825396825397
éticamente	ethically	0.6851851851851851
reconectar	reconnect	0.9377777777777778
destructivo	destructive	0.9636363636363636
esclarecieron	clarified	0.6538461538461539
lecciones	lessons	0.8052910052910053
funcionaban	they worked	0.39393939393939403
dificultades	difficulties	0.9222222222222223
abogado	attorney	0.5119047619047619
vinculados	linked	0.6
árboles	trees	0.6761904761904761
optimista	optimistic	0.9377777777777778
centenar	hundred	0.4900793650793651
ubicándola	locating it	0.5045454545454545
cruzar	Cross	0.5777777777777778
yendo	going	0.46666666666666656
presentaban	presented	0.882828282828283
terrorífico	terrifying	0.8672727272727273
restaurar	restore	0.853968253968254
ayudando	Helping	0.42261904761904767
viaje	travel	0.5777777777777778
drástica	drastic	0.975
minutos	minutes	0.9428571428571428
miradas	glances	0.5238095238095238
andina	Andean	0.8755555555555556
mascota	pet	0.0
trata	about	0.46666666666666656
análisis	analysis	0.9214285714285715
selva	jungle	0.4555555555555555
ciertamente	certainly	0.7385281385281386
respondía	answered	0.45833333333333326
temores	fears	0.6761904761904761
castigo	punishment	0.3285714285714285
señalando	pointing out	0.5277777777777778
así	So	0.0
llevó	I wear	0.4555555555555555
ciclón	cyclone	0.8642857142857143
bajarse	Get down	0.0
luchar	to struggle	0.4191919191919191
rigurosa	rigorous	0.9083333333333333
destinará	will allocate	0.5213675213675214
cansancio	fatigue	0.4179894179894179
recortar	trim	0.45833333333333326
imposible	impossible	0.98
cruzaría	would cross	0.4772727272727273
desarrollaron	they developed	0.3644688644688645
desmedida	excessive	0.5462962962962963
murió	died	0.0
embriones	embryos	0.9047619047619048
venía	came	0.0
tecnológica	technological	0.9641025641025641
ahora	now	0.5111111111111111
reinicio	reboot	0.625
sorprendió	surprised	0.8004761904761906
alto	tall	0.6666666666666666
campo	countryside	0.5272727272727272
borde	edge	0.4833333333333334
especialista	specialist	0.9111111111111111
reiterado	reiterated	0.9377777777777778
favorables	favorable	0.98
va	goes	0.0
plásticas	plastic	0.9555555555555556
insuficiente	insufficient	0.9666666666666666
conservadas	preserved	0.6033670033670034
desinfectante	disinfectant	0.8743006993006993
postal	Postcard	0.8916666666666667
canal	channel	0.8114285714285714
maniobrar	maneuver	0.6481481481481481
insostenible	untenable	0.7870370370370371
fuimos	we went	0.0
prístina	pristine	0.95
par	pair	0.9166666666666666
sociales	social	0.95
encargaron	ordered	0.465079365079365
sois	you are	0.4642857142857142
respaldo	back	0.45833333333333326
imposibles	impossible	0.96
imaginación	imagination	0.9636363636363636
diabetes	diabetes	1.0
carácter	character	0.9666666666666666
locura	madness	0.0
exhausta	exhausted	0.9305555555555555
pantanos	swamps	0.5277777777777778
conectada	connected	0.8962962962962963
infectarlos	infect them	0.6969696969696969
distingue	distinguishes	0.9384615384615385
asesorarlos	advise them	0.5151515151515151
italiana	Italian	0.975
reconocimiento	recognition	0.8846753246753247
investigando	doing research	0.5873015873015873
techo	ceiling	0.39523809523809517
intacta	intact	0.9714285714285714
correctas	correct	0.9555555555555556
delicias	delight	0.6904761904761904
conllevaría	would entail	0.6262626262626263
estación	station	0.8690476190476191
moco	bugger	0.0
estableció	established	0.8804545454545455
estatales	state	0.8518518518518517
sospechoso	suspect	0.7642857142857143
hospitales	hospitals	0.98
tomadas	taken	0.5619047619047619
desinformación	disinformation	0.8892857142857142
zoonótico	zoonotic	0.9777777777777777
produjeron	produced	0.87
recién	newly	0.4555555555555555
cebiche	ceviche	0.9238095238095239
cuentan	count	0.8114285714285714
lote	lot	0.9166666666666666
finanzas	finance	0.8678571428571429
significaron	they meant	0.288888888888889
suministro	supply	0.5111111111111111
obras	plays	0.6
altímetro	altimeter	0.9555555555555556
intenta	try	0.4920634920634921
enfrentó	faced	0.3833333333333333
arena	sand	0.6333333333333333
palabra	word	0.0
conoces	you know	0.6011904761904762
oportunidad	opportunity	0.8545454545454546
susceptible	susceptible	1.0
objeto	object	0.9333333333333333
puedes	can	0.0
astronautas	astronauts	0.9818181818181818
trenes	trains	0.8222222222222222
natal	native	0.79
dormimos	we slept	0.0
provoca	provokes	0.8678571428571429
puedo	may l	0.0
seas	be	0.5833333333333334
éxito	success	0.0
concentra	concentrates	0.95
mantenido	kept	0.40740740740740744
arroz	rice	0.4833333333333334
teníamos	we had	0.5277777777777778
camas	Beds	0.4833333333333334
largo	long	0.6333333333333333
hacinadas	crowded	0.5026455026455027
recibió	He received	0.5616883116883117
automático	automatic	0.98
comunitaria	community	0.8632996632996633
eliminaron	removed	0.49523809523809526
espíritu	spirit	0.9166666666666666
normalidad	normal	0.92
primos	cousins	0.373015873015873
burbujas	bubbles	0.6904761904761904
comparados	compared	0.915
tubos	tubes	0.9066666666666667
óptimo	optimum	0.9095238095238095
bueno	Okay	0.0
deje	leave	0.6333333333333333
rumbo	course	0.4555555555555555
comercialmente	commercially	0.8244444444444444
show	Show	1.0
chilenos	Chileans	0.95
valle	Valley	0.9666666666666667
podrá	may	0.0
varados	stranded	0.4900793650793651
llamó	I call	0.4555555555555555
hablamos	We speak	0.41666666666666674
prematuras	premature	0.9377777777777778
producido	produced	0.9305555555555555
genético	genetic	0.975
cederé	I will yield	0.41666666666666674
bien	well	0.5
acreedores	creditors	0.825925925925926
odiaba	I hated	0.5396825396825397
positiva	positive	0.95
acaba	just	0.0
calor	hot	0.0
dispersión	dispersion	1.0
bocadillo	snack	0.374074074074074
utilizado	used	0.4537037037037037
pintoresco	picturesque	0.7721212121212122
rápida	fast	0.4722222222222221
familias	families	0.95
icónico	iconic	0.9714285714285714
inició	start	0.0
corteza	Cortex	0.9095238095238095
tienes	you have	0.4305555555555556
prevención	prevention	0.96
incidentes	incidents	0.98
recogidas	collected	0.5462962962962963
pinceladas	brush strokes	0.39230769230769225
acogido	welcomed	0.6011904761904762
valores	values	0.8944444444444445
relajar	relax	0.8742857142857143
motor	motor	1.0
te	tea	0.8888888888888888
usaban	they used	0.0
personalidad	personality	0.9136363636363637
precisos	accurate	0.33333333333333326
insuficientes	insufficient	0.9525641025641025
muertos	dead	0.4642857142857142
aprendieron	they learned	0.48232323232323226
reducción	reduction	0.9555555555555556
participa	participates	0.95
increíble	amazing	0.4179894179894179
tomamos	we take	0.4285714285714286
propagado	propagated	0.9377777777777778
escucha	listens	0.4285714285714286
ancianos	seniors	0.6904761904761904
camilla	stretcher	0.0
partido	match	0.5619047619047619
aprendiendo	learning	0.7095959595959597
conservado	conserved	0.9377777777777778
intubación	intubation	0.96
acoplamiento	coupling	0.75
sectores	sectors	0.975
colapsado	collapsed	0.8962962962962963
inmediatas	immediate	0.8433333333333334
honrarán	will honor	0.31666666666666665
solidaridad	solidarity	0.9054545454545454
considerado	considered	0.9436363636363637
llamaron	they called	0.4053030303030303
realizará	will perform	0.5092592592592592
agencia	agency	0.9095238095238095
costumbre	habit	0.4370370370370371
conservación	conservation	0.9666666666666666
querían	they wanted	0.5670995670995671
encendieron	lit	0.0
tomada	taken	0.5777777777777778
nuestro	our	0.4920634920634921
proporcionar	provide	0.6349206349206349
salvaron	saved	0.6583333333333333
